id	age	sexe	nivetud	qualif	freres.soeurs	clso	trav.imp	trav.satisf	hard.rock	lecture.bd	peche.chasse	cuisine	bricol	cinema	sport	heures.tv
728	41	Femme	2eme_cycle	Ouvrier_specialise	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	3
729	32	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	2
730	45	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	6	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Non	Non	Non	0
732	45	Femme	1er_cycle	Employe	3	Oui	Peu_important	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	0
733	40	Femme	1er_cycle	Employe	7	Non	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	0.4
735	47	Femme	2eme_cycle	Autre	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	1
737	41	Femme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Employe	9	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	5
739	35	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	2	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Oui	Oui	0
741	29	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	1
743	47	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	3
745	48	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	9	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	1
747	59	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1.1
748	31	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	5
752	28	Homme	1er_cycle	Ouvrier_specialise	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	3
753	47	Femme	2eme_cycle	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	3
757	30	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	2
762	43	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	10	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Non	Oui	2
765	58	Homme	Enseignement_technique_ou_professionnel_court	Technicien	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	2
766	32	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	0.7
770	44	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	3
772	25	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
773	56	Femme	Derniere_annee_d'etudes_primaires	Employe	6	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	3
777	56	Homme	Enseignement_technique_ou_professionnel_court	Cadre	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Non	Non	2
778	48	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	3
783	42	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	0.4
784	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	0	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Non	Oui	2
786	25	Homme	Enseignement_technique_ou_professionnel_court	Employe	0	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Oui	Oui	Oui	1.4
787	55	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	3
788	45	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	5	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
789	44	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	4	Non	Peu_important	Equilibre	Oui	Non	Oui	Non	Non	Oui	Non	2
790	53	Homme	A_arrete_ses_etudes,_avant_la_derniere_annee_d'etudes_primaires	Ouvrier_qualifie	4	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	1
792	34	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	3
794	25	Femme	Enseignement_technique_ou_professionnel_long	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	0
797	47	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	4
801	42	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Non	Non	3
803	59	Femme	N'a_jamais_fait_d'etudes	Ouvrier_specialise	6	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	7
805	47	Femme	1er_cycle	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	0.1
806	52	Femme	Derniere_annee_d'etudes_primaires	Autre	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	0
809	32	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	1
818	53	Homme	Enseignement_technique_ou_professionnel_court	Technicien	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Non	Oui	Oui	Non	3
820	45	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	2
821	51	Femme	Derniere_annee_d'etudes_primaires	Employe	6	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	3
823	33	Homme	Enseignement_technique_ou_professionnel_long	Ouvrier_qualifie	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	4
824	39	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	2	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	3
831	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	8	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.4
832	51	Homme	Enseignement_technique_ou_professionnel_court	Technicien	6	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Oui	Non	Oui	1
833	49	Homme	Enseignement_technique_ou_professionnel_long	Cadre	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	1.1
835	50	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	0
842	53	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Non	Oui	Non	2
843	30	Homme	Enseignement_superieur_y_compris_technique_superieur	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
844	36	Homme	1er_cycle	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	5
845	30	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	4
847	47	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	0
848	34	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	3
849	49	Homme	1er_cycle	Ouvrier_qualifie	4	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	0.4
853	42	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	3	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Oui	Non	Non	2
854	33	Homme	1er_cycle	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	4.3
856	40	Homme	2eme_cycle	Cadre	1	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	2
857	42	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	7	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	1
858	26	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	3
859	51	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Oui	Non	2
861	38	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	2
862	37	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	11	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1.1
863	54	Femme	2eme_cycle	Ouvrier_qualifie	3	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0.4
866	56	Homme	1er_cycle	Ouvrier_qualifie	0	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	2
869	36	Femme	1er_cycle	Ouvrier_qualifie	10	Ne_sait_pas	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	1
872	33	Femme	Enseignement_superieur_y_compris_technique_superieur	Autre	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	0.4
875	52	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	5	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	5
880	32	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Oui	Non	Non	Oui	Non	Oui	Oui	2
882	31	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Oui	2
884	51	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	1
886	45	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	2
887	42	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	4
888	25	Homme	Enseignement_technique_ou_professionnel_court	Technicien	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
889	39	Homme	2eme_cycle	Ouvrier_specialise	5	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	2
892	41	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	2
893	38	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	0
895	54	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_qualifie	5	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0.1
896	51	Femme	2eme_cycle	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	2
897	44	Femme	1er_cycle	Employe	13	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	1
898	27	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	0.7
900	33	Femme	2eme_cycle	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	2
902	43	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	6	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	5
903	26	Homme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Non	Oui	Oui	3
904	27	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	0.3
905	26	Homme	Enseignement_superieur_y_compris_technique_superieur	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Oui	Oui	1
907	56	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	1
912	36	Femme	Enseignement_technique_ou_professionnel_court	Employe	3	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	0.4
913	44	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Non	Oui	3
915	56	Homme	1er_cycle	Employe	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0.6
921	36	Femme	Enseignement_technique_ou_professionnel_court	Employe	8	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Oui	2
923	45	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Oui	Aussi_important_que_le_reste	Equilibre	Non	Oui	Non	Oui	Oui	Oui	Oui	2
926	30	Femme	Enseignement_technique_ou_professionnel_long	Employe	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	2
927	41	Femme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	2
928	36	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	1
929	50	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Peu_important	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	0.1
931	52	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Oui	1
933	50	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Oui	Non	Non	Non	Oui	Non	1
936	55	Femme	Enseignement_technique_ou_professionnel_court	Employe	4	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	2
939	23	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	0
943	36	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Non	2
946	46	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	7	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Oui	0.6
953	47	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	1	Oui	Le_plus_important	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	4
955	41	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	0
960	39	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	2
961	26	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Oui	2
966	32	Homme	2eme_cycle	Ouvrier_qualifie	3	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	2
973	34	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	3	Oui	Peu_important	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
982	40	Homme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	2.9
983	48	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	0	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Oui	0
986	40	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	4
988	35	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	7	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	3
995	45	Femme	Derniere_annee_d'etudes_primaires	Employe	13	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	2
998	30	Homme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	1	Non	Peu_important	Insatisfaction	Non	Non	Oui	Non	Oui	Non	Oui	1
1003	50	Homme	Enseignement_technique_ou_professionnel_court	Employe	3	Oui	Peu_important	Insatisfaction	Non	Non	Oui	Oui	Oui	Non	Oui	1
1004	28	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Peu_important	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1005	34	Femme	2eme_cycle	Cadre	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Oui	Non	Non	Non	Non	Oui	5
1006	37	Homme	1er_cycle	Ouvrier_qualifie	4	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	1
1008	48	Homme	1er_cycle	Ouvrier_specialise	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	4
1009	39	Homme	1er_cycle	Ouvrier_qualifie	7	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Oui	Non	Non	Non	2
1010	43	Homme	Enseignement_technique_ou_professionnel_court	Autre	7	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	2
1012	31	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	3	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	3
1014	40	Homme	Enseignement_superieur_y_compris_technique_superieur	Technicien	7	Non	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Non	Non	0.3
1015	48	Femme	2eme_cycle	Employe	11	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Oui	Non	2
1017	53	Homme	Derniere_annee_d'etudes_primaires	Ouvrier_specialise	8	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	3
1018	54	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Non	2
1019	33	Homme	Enseignement_technique_ou_professionnel_long	Cadre	5	Oui	Le_plus_important	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	0
1020	28	Homme	Enseignement_technique_ou_professionnel_long	Technicien	1	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Non	Non	3
1021	33	Homme	Enseignement_technique_ou_professionnel_court	Employe	4	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Non	Oui	4
1023	20	Femme	Enseignement_technique_ou_professionnel_court	Employe	2	Non	Peu_important	Insatisfaction	Non	Non	Non	Non	Non	Non	Oui	0
1026	35	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	3
1029	31	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Non	Non	0
1030	53	Homme	1er_cycle	Technicien	5	Oui	Peu_important	Insatisfaction	Non	Non	Non	Non	Non	Non	Oui	2
1031	53	Homme	2eme_cycle	Cadre	0	Non	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Non	Non	Non	Oui	0
1033	46	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	4	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Oui	Non	Oui	Oui	Non	3
1036	32	Homme	Enseignement_technique_ou_professionnel_court	Employe	3	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Non	2
1037	32	Femme	Enseignement_technique_ou_professionnel_court	Employe	0	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Non	2
1038	53	Femme	1er_cycle	Technicien	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Non	1
1039	39	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	2
1041	34	Homme	Enseignement_technique_ou_professionnel_court	Ouvrier_specialise	6	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Oui	Non	Non	Oui	Oui	1
1043	42	Femme	2eme_cycle	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	2
1045	42	Femme	2eme_cycle	Profession_intermediaire	0	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Non	Non	0
1046	27	Femme	Enseignement_technique_ou_professionnel_long	Employe	8	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	0
1047	31	Femme	Enseignement_technique_ou_professionnel_court	Ouvrier_qualifie	2	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Non	Non	Oui	2
1048	55	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	5	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Non	3
1054	46	Femme	1er_cycle	Ouvrier_specialise	7	Oui	Aussi_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Non	Non	0
1058	38	Femme	1er_cycle	Employe	7	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1.4
1060	51	Femme	2eme_cycle	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Non	Non	2
1062	36	Homme	Enseignement_technique_ou_professionnel_long	Cadre	1	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Oui	Oui	1
1063	31	Homme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Oui	0.9
1066	28	Homme	Enseignement_technique_ou_professionnel_court	Employe	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	3
1067	46	Homme	Enseignement_technique_ou_professionnel_court	Technicien	2	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Oui	Oui	Oui	Non	Non	2
1070	45	Femme	Enseignement_technique_ou_professionnel_court	Employe	1	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Oui	Non	Non	2
1072	56	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Oui	Oui	Oui	2
1078	33	Femme	Enseignement_superieur_y_compris_technique_superieur	Autre	2	Non	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	3
1080	55	Homme	Enseignement_technique_ou_professionnel_court	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	4
1082	56	Femme	2eme_cycle	Cadre	2	Non	Le_plus_important	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	1
1088	31	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	4	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Non	Oui	Oui	1
1092	29	Femme	Enseignement_technique_ou_professionnel_long	Profession_intermediaire	1	Oui	Moins_important_que_le_reste	Insatisfaction	Non	Non	Non	Oui	Non	Non	Oui	0
1093	59	Femme	Derniere_annee_d'etudes_primaires	Employe	7	Oui	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Non	2
1098	39	Femme	Enseignement_superieur_y_compris_technique_superieur	Profession_intermediaire	1	Non	Moins_important_que_le_reste	Satisfaction	Non	Non	Non	Non	Oui	Oui	Oui	0.4
1100	24	Femme	Enseignement_technique_ou_professionnel_long	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Oui	Oui	1
1101	44	Femme	Enseignement_technique_ou_professionnel_long	Cadre	1	Non	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Non	Non	Non	Non	0
1102	55	Femme	Enseignement_superieur_y_compris_technique_superieur	Employe	2	Oui	Moins_important_que_le_reste	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	1.7
1103	37	Femme	Enseignement_superieur_y_compris_technique_superieur	Cadre	1	Oui	Aussi_important_que_le_reste	Satisfaction	Non	Non	Non	Oui	Non	Oui	Oui	4
1104	50	Femme	Enseignement_technique_ou_professionnel_long	Cadre	1	Oui	Peu_important	Equilibre	Non	Non	Non	Oui	Oui	Oui	Non	0.7
